modelo,reamostragem,parametros,threshold,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,f1_macro,auc_roc,pr_auc_0,taxa_concessao_indevida,taxa_negacao_indevida,tempo_treino_s,tempo_inferencia_por_amostra_ms
Bernoulli Naive Bayes,com undersampling,"{'alpha': 0.1, 'fit_prior': False}",0.5,0.7454730417090539,0.15240833932422718,0.7464788732394366,0.253134328358209,0.9795686719636776,0.7454113582379616,0.84659717964439,0.5498657540012994,0.8098602954370577,0.23802965140890361,0.2535211267605634,0.25458864176203844,0.002751922000243212,0.0006442010175859051
Bernoulli Naive Bayes,sem reamostragem,"{'alpha': 2.0, 'fit_prior': False}",0.5,0.8126144455747711,0.16296296296296298,0.5422535211267606,0.25061025223759154,0.9672544080604534,0.8291945584107104,0.8929194279734914,0.5717648401055415,0.7686191647835621,0.19327222151536042,0.45774647887323944,0.17080544158928956,0.007603561998621444,0.0006026701931166629
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'}",0.5,0.7420142421159716,0.15007112375533427,0.7429577464788732,0.24970414201183433,0.9791963522371046,0.7419563809112503,0.8442260442260442,0.5469650931189393,0.8001488742430831,0.26422707933678413,0.25704225352112675,0.25804361908874973,0.017198356999870157,0.00021344028507860988
Bernoulli Naive Bayes,com undersampling,"{'alpha': 0.5, 'fit_prior': False}",0.5,0.7216683621566633,0.14388961892247043,0.7711267605633803,0.2425249169435216,0.9808429118773946,0.718635283955949,0.8295114656031904,0.536018191273356,0.7987867281425542,0.22928766449417073,0.22887323943661972,0.28136471604405094,0.0028832289990532445,0.0006294036623979193
Bernoulli Naive Bayes,com undersampling,"{'alpha': 1.0, 'fit_prior': False}",0.5,0.7320447609359105,0.1445285615966965,0.7394366197183099,0.24179620034542315,0.9786250722125939,0.7315914489311164,0.837266773755097,0.5395314870502601,0.7896961231869732,0.21867160307691186,0.2605633802816901,0.2684085510688836,0.002900142999351374,0.0006176113935425736
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2'}",0.5,0.7393692777212615,0.14468995010691377,0.7147887323943662,0.24066390041493776,0.9769362186788155,0.740876700496653,0.842686970404028,0.5416754354094828,0.7899930353009875,0.241474595643899,0.2852112676056338,0.259123299503347,0.049083716001405264,0.00015933407962181068
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.945676500508647,0.6268656716417911,0.14788732394366197,0.23931623931623933,0.9500825082508251,0.9946015979270136,0.9718324717797237,0.6055743555479814,0.8449324211301061,0.4114216677546915,0.852112676056338,0.005398402072986396,20.7419183539987,0.043219220549637255
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9414038657171923,0.4782608695652174,0.15492957746478872,0.23404255319148937,0.9502384408044785,0.9896350680198661,0.9695367040406178,0.6017896286160536,0.7884727388298698,0.2558116270154638,0.8450704225352113,0.010364931980133881,1.5615993989995332,0.020219000406757028
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9412004069175992,0.4731182795698925,0.15492957746478872,0.23342175066312998,0.950228121111572,0.9894191319369466,0.9694276949116682,0.6014247227873991,0.7858157365701444,0.25089990645688126,0.8450704225352113,0.010580868063053337,0.7843049690000043,0.011964311902314763
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': 'balanced', 'penalty': 'l2'}",0.5,0.7100712105798576,0.13311897106109324,0.7288732394366197,0.22512234910277323,0.9770833333333333,0.7089181602245735,0.8216743836816418,0.5233983663922075,0.7845695420634367,0.24689211937025893,0.2711267605633803,0.29108183977542645,0.015682268000091426,0.00021721322475747788
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': 'balanced', 'penalty': 'l1'}",0.5,0.7257375381485249,0.13259668508287292,0.676056338028169,0.22170900692840648,0.973464089991347,0.7287842798531635,0.8335391454680168,0.5276240761982116,0.7673315318384069,0.22319026289868052,0.323943661971831,0.27121572014683654,0.21061427799941157,0.00017586653123776472
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9436419125127162,0.5538461538461539,0.1267605633802817,0.20630372492836677,0.9488659793814433,0.9937378535953357,0.9707836726083746,0.5885436987683706,0.8346134896183406,0.3402089278857217,0.8732394366197183,0.006262146404664219,0.7799074130016379,0.0002222050864448191
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.5,0.9438453713123093,0.5666666666666667,0.11971830985915492,0.19767441860465115,0.9485066941297632,0.9943856618440942,0.9709044908285895,0.5842894547166203,0.8398248484645727,0.3462443210761543,0.8802816901408451,0.0056143381559058516,0.19823538600030588,0.00021039023399407506
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9399796541200407,0.43373493975903615,0.1267605633802817,0.19618528610354224,0.9486754966887417,0.9898510041027856,0.9688259537144669,0.5825056199090046,0.7779321686977837,0.243783402132287,0.8732394366197183,0.010148995897214425,0.6835933239999576,0.011512172940042793
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2'}",0.5,0.6535096642929806,0.11292962356792144,0.7288732394366197,0.19555975436939066,0.9750162232316677,0.6488879291729648,0.7792039413976404,0.4873818478835155,0.7467343469150032,0.20348565636686683,0.2711267605633803,0.3511120708270352,0.011405413000829867,0.0002177218719286558
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9399796541200407,0.43209876543209874,0.12323943661971831,0.1917808219178082,0.948489863467108,0.9900669401857051,0.9688325409403064,0.5803066814290573,0.7798550643094152,0.24147225063608116,0.8767605633802817,0.00993305981429497,1.3090274480000517,0.019995966225682255
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1'}",0.5,0.6722278738555443,0.11130638547158758,0.6690140845070423,0.19085886489201406,0.9706982543640897,0.6724249622111855,0.7944890929965557,0.4926739789442849,0.7180536251410428,0.18307860871426046,0.33098591549295775,0.3275750377888145,0.04347066300033475,0.0002226193286210871
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9440488301119023,0.5957446808510638,0.09859154929577464,0.1691842900302115,0.9474116680361545,0.9958972144245304,0.9710495841667544,0.5701169370984829,0.8608060042396466,0.41737282629325334,0.9014084507042254,0.004102785575469661,16.171173427999747,0.030966533875800593
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9340793489318413,0.3076923076923077,0.11267605633802817,0.16494845360824742,0.947620037414259,0.9844526020297992,0.9656852361787757,0.5653168448935115,0.7111413894726598,0.17621718118243393,0.8873239436619719,0.01554739797020082,0.03485068199915986,0.00022688667332073286
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': 'balanced', 'penalty': 'l1'}",0.5,0.6038657171922686,0.09099852434825381,0.6514084507042254,0.15968925334484246,0.9656488549618321,0.6009501187648456,0.7408491947291361,0.4502692240369893,0.6891565871150026,0.15592816008286856,0.3485915492957746,0.3990498812351544,0.019491864000883652,0.0002527961344807527
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.9438453713123093,0.5909090909090909,0.09154929577464789,0.15853658536585366,0.9470334633545473,0.9961131505074498,0.9709534834771627,0.5647450344215081,0.8539082149993462,0.4173381738377207,0.9084507042253521,0.003886849492550205,7.389248361998398,0.026797463682611967
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l1'}",0.5,0.6107833163784334,0.08717688798783578,0.6056338028169014,0.15241470979175897,0.9619306594153637,0.61109911466206,0.7473920507064572,0.4499033802491081,0.6795192989072418,0.15039369660535895,0.39436619718309857,0.38890088533794,0.05694556199887302,0.00015708708034620818
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9442522889114954,0.6666666666666666,0.07042253521126761,0.12738853503184713,0.945957011258956,0.9978406391708055,0.9712063892391761,0.5492974621355117,0.8595240738318922,0.42145241317008547,0.9295774647887324,0.0021593608291945584,7.679130495000209,0.039177545066117585
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9438453713123093,0.625,0.07042253521126761,0.12658227848101267,0.9459348761007578,0.9974087670049665,0.9709901198234181,0.5487861991522154,0.859112730800697,0.423028453545733,0.9295774647887324,0.0025912329950334703,13.935515708999446,0.06795823886088535
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.9428280773143438,0.5454545454545454,0.06338028169014084,0.11356466876971609,0.945514133551823,0.9967609587562082,0.9704614737727321,0.5420130712712241,0.7779876733951538,0.25400749473437767,0.9366197183098591,0.0032390412437918376,0.6665139540000382,0.009138658799760783
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9424211597151577,0.5161290322580645,0.056338028169014086,0.10158730158730159,0.9451269451269452,0.9967609587562082,0.9702574881765633,0.5359223948819325,0.7827987141158329,0.2577257335416707,0.9436619718309859,0.0032390412437918376,1.3489914390011108,0.016068121057993445
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.9426246185147508,0.5384615384615384,0.04929577464788732,0.09032258064516129,0.9447739824094907,0.9974087670049665,0.9703781512605042,0.5303503659528327,0.7754527054358108,0.24125326287284485,0.9507042253521126,0.0025912329950334703,0.6100931510009104,0.009441683214538686
Random Forest,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.94323499491353,0.6190476190476191,0.045774647887323945,0.08524590163934426,0.9446260727421332,0.9982725113366444,0.9707086614173228,0.5279772815283336,0.8565469691393883,0.39746718428409317,0.954225352112676,0.0017274886633556468,6.035629661000712,0.03245250640912142
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9426246185147508,0.5454545454545454,0.04225352112676056,0.0784313725490196,0.9444103821786225,0.9978406391708055,0.9703905921881563,0.524410982368588,0.7794167292678551,0.2425366385447805,0.9577464788732394,0.0021593608291945584,1.201149221000378,0.017900823600969083
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9418107833163785,0.46153846153846156,0.04225352112676056,0.07741935483870968,0.9443649007977092,0.9969768948391277,0.9699579831932773,0.5236886690159935,0.7613860663440805,0.2268414050109438,0.9577464788732394,0.0030231051608723817,0.5057658069999889,0.0135522258393155
Random Forest,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.94323499491353,0.6470588235294118,0.03873239436619718,0.07308970099667775,0.944262964475296,0.9987043835024833,0.9707209570783922,0.521905329037535,0.8581630682388436,0.4005549676729754,0.9612676056338029,0.0012956164975167351,9.069554981999318,0.07724796642932097
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9418107833163785,0.4583333333333333,0.03873239436619718,0.07142857142857142,0.9441831936209364,0.997192830922047,0.969964293215711,0.5206964323221412,0.7656568866883009,0.22526432682770672,0.9612676056338029,0.0028071690779529258,1.7434809500009578,0.025062149135423834
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9420142421159715,0.47619047619047616,0.035211267605633804,0.06557377049180328,0.9440130772374336,0.997624703087886,0.9700787401574803,0.5178262553246418,0.7605227021815626,0.20951666909996977,0.9647887323943662,0.0023752969121140144,1.1161879379997117,0.023939557273629182
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9420142421159715,0.47619047619047616,0.035211267605633804,0.06557377049180328,0.9440130772374336,0.997624703087886,0.9700787401574803,0.5178262553246418,0.7601372106532522,0.20950867690149072,0.9647887323943662,0.0023752969121140144,0.45362485899931926,0.009258463072048364
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': None, 'penalty': 'l2'}",0.5,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7321092393271309,0.18888382068388176,0.9647887323943662,0.0028071690779529258,0.01071082299858972,0.00021669298083493477
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.943031536113937,0.6428571428571429,0.03169014084507042,0.06040268456375839,0.94388900224444,0.9989203195854027,0.970625262274444,0.5155139734191012,0.8294420485339156,0.365799395941496,0.9683098591549296,0.0010796804145972792,4.523995001998628,0.018071603865894684
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.943031536113937,0.6666666666666666,0.028169014084507043,0.05405405405405406,0.9437079339180093,0.9991362556683222,0.9706314243759178,0.512342739214986,0.8199682330649847,0.3584819613861494,0.971830985915493,0.0008637443316778234,2.5539670580001257,0.011385197965416982
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9428280773143438,0.6153846153846154,0.028169014084507043,0.05387205387205387,0.9436964504283966,0.9989203195854027,0.970523444875695,0.5121977493738744,0.8283673103183994,0.3677341683488909,0.971830985915493,0.0010796804145972792,5.966305654001189,0.020674392065155416
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9426246185147508,0.6,0.02112676056338028,0.04081632653061224,0.9433231396534149,0.9991362556683222,0.9704278523489933,0.5056220894398028,0.837697421844824,0.37216142382180606,0.9788732394366197,0.0008637443316778234,8.09880982300092,0.01976442685651466
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9418107833163785,0.375,0.01056338028169014,0.02054794520547945,0.9427348685551253,0.9989203195854027,0.9700146781295869,0.49528131166753314,0.8387181760396105,0.352782301126953,0.9894366197183099,0.0010796804145972792,1.892261814999074,0.015724631536326
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2'}",0.5,0.9426246185147508,1.0,0.007042253521126761,0.013986013986013986,0.9426012619580705,1.0,0.970452640402347,0.4922193271941805,0.8053549107210745,0.29478457220797705,0.9929577464788732,0.0,0.06292558400127746,0.00015576724310018054
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9418107833163785,0.3333333333333333,0.007042253521126761,0.013793103448275862,0.9425544917498472,0.9991362556683222,0.970020964360587,0.49190703390443147,0.8373050872716324,0.3519827119791146,0.9929577464788732,0.0008637443316778234,3.711409501000162,0.028613999186182324
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9418107833163785,0.3333333333333333,0.007042253521126761,0.013793103448275862,0.9425544917498472,0.9991362556683222,0.970020964360587,0.49190703390443147,0.8311128919924209,0.3351328686371847,0.9929577464788732,0.0008637443316778234,1.6170291649996216,0.015620215462883348
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9418107833163785,0.3333333333333333,0.007042253521126761,0.013793103448275862,0.9425544917498472,0.9991362556683222,0.970020964360587,0.49190703390443147,0.6807111292240595,0.14321325210154504,0.9929577464788732,0.0008637443316778234,0.01735540600020613,0.00022270498470256875
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.8033460968792674,0.2976842252415827,1.0,0.0,2.290515871000025,0.015581561546503411
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7941703340318309,0.2904996623534505,1.0,0.0,1.8221393419989909,0.01465335645992285
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7872200814474408,0.2539252417235155,1.0,0.0,1.1909788539996953,0.01587101200396301
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7865452811883176,0.29117466672228476,1.0,0.0,1.826794089998657,0.01567334384551271
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': None, 'penalty': 'l2'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.786350254409202,0.2625905595373887,1.0,0.0,0.05252680299963686,0.00015405269588617606
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7797258067949915,0.24002336360098334,1.0,0.0,0.6032646460007527,0.009258934282826233
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7762442176270754,0.2607157833916356,1.0,0.0,1.0704647519996797,0.015681229501728528
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7738020109427891,0.28027323716031716,1.0,0.0,0.9357857770010014,0.009360687283984748
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7665913424837516,0.2539225644779207,1.0,0.0,0.543182131001231,0.00915473041716548
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7209980352857808,0.20063250578560637,1.0,0.0,0.11796822999895085,0.00022914018283897987
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': None, 'penalty': 'l2'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.7122446403751814,0.16155458426238012,1.0,0.0,0.04759681500036095,0.0001682895218101041
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.6877180270132999,0.1607348679907566,1.0,0.0,0.09966104199884285,0.00015813407917411777
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.5321661126334774,0.061907735262335464,1.0,0.0,0.052515359999233624,0.00027655666302460875
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': None, 'penalty': 'l1'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.5321661126334774,0.061907735262335464,1.0,0.0,0.014357149999341345,0.00022791902326999114
Dummy,sem reamostragem,{},0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.5,0.0577822990844354,1.0,0.0,0.00481136500093271,0.00019517904372816188
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l1'}",0.5,0.9422177009155646,0.0,0.0,0.0,0.9422177009155646,1.0,0.9702493190865283,0.48512465954326417,0.5,0.0577822990844354,1.0,0.0,0.00633474400092382,0.00018135544260473977
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9418107833163785,0.0,0.0,0.0,0.9421941787095461,0.999568127834161,0.9700335289186923,0.48501676445934616,0.8366865520481994,0.3418166000684555,1.0,0.0004318721658389117,3.188271300999986,0.02875994465925003
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9418107833163785,0.0,0.0,0.0,0.9421941787095461,0.999568127834161,0.9700335289186923,0.48501676445934616,0.8128347389454411,0.2966384609215768,1.0,0.0004318721658389117,1.8277495530001033,0.01977557009144635
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9418107833163785,0.0,0.0,0.0,0.9421941787095461,0.999568127834161,0.9700335289186923,0.48501676445934616,0.8106902047134894,0.29809876293326465,1.0,0.0004318721658389117,0.9681511259987019,0.012078979450671405
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,0.9418107833163785,0.0,0.0,0.0,0.9421941787095461,0.999568127834161,0.9700335289186923,0.48501676445934616,0.8081233025447004,0.2995913412607079,1.0,0.0004318721658389117,1.8771389550001913,0.020420473041684373
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,0.9418107833163785,0.0,0.0,0.0,0.9421941787095461,0.999568127834161,0.9700335289186923,0.48501676445934616,0.8049120136495935,0.2881515499639406,1.0,0.0004318721658389117,0.8965613540003687,0.011572263886361445
