modelo,reamostragem,parametros,threshold,atende_recall_1_minimo,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,f1_macro,auc_roc,pr_auc_0,taxa_concessao_indevida,taxa_negacao_indevida,negados_corretamente_tn,concessoes_indevidas_fp,negacoes_indevidas_fn,concedidos_corretamente_tp
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.6,True,0.9428280773143438,0.5652173913043478,0.045774647887323945,0.08469055374592833,0.9446034341782502,0.9978406391708055,0.9704924918618083,0.5275915228038683,0.8199682330649847,0.3584819613861494,0.954225352112676,0.0021593608291945584,13,271,10,4621
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.4,True,0.9420142421159715,0.48148148148148145,0.045774647887323945,0.08360128617363344,0.9445581014729951,0.9969768948391277,0.9700598802395209,0.5268305832065772,0.7858157365701444,0.25089990645688126,0.954225352112676,0.0030231051608723817,13,271,14,4617
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,True,0.9426246185147508,0.5454545454545454,0.04225352112676056,0.0784313725490196,0.9444103821786225,0.9978406391708055,0.9703905921881563,0.524410982368588,0.7794167292678551,0.2425366385447805,0.9577464788732394,0.0021593608291945584,12,272,10,4621
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.35,True,0.9424211597151577,0.5217391304347826,0.04225352112676056,0.0781758957654723,0.9443990188062142,0.997624703087886,0.9702824740102909,0.5242291848878816,0.8398248484645727,0.3462443210761543,0.9577464788732394,0.0023752969121140144,12,272,11,4620
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,True,0.9418107833163785,0.46153846153846156,0.04225352112676056,0.07741935483870968,0.9443649007977092,0.9969768948391277,0.9699579831932773,0.5236886690159935,0.7613860663440805,0.2268414050109438,0.9577464788732394,0.0030231051608723817,12,272,14,4617
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2'}",0.65,True,0.9414038657171923,0.42857142857142855,0.04225352112676056,0.07692307692307693,0.944342132187436,0.9965450226732887,0.9697415423408279,0.5233323096319524,0.8053549107210745,0.29478457220797705,0.9577464788732394,0.0034549773267112936,12,272,16,4615
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.3,True,0.940996948118006,0.4,0.04225352112676056,0.07643312101910828,0.9443193449334698,0.9961131505074498,0.9695250105086171,0.5229790657638627,0.8087110440661676,0.2923757898573415,0.9577464788732394,0.003886849492550205,12,272,18,4613
Random Forest,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,True,0.94323499491353,0.6470588235294118,0.03873239436619718,0.07308970099667775,0.944262964475296,0.9987043835024833,0.9707209570783922,0.521905329037535,0.8581630682388436,0.4005549676729754,0.9612676056338029,0.0012956164975167351,11,273,6,4625
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.75,True,0.9426246185147508,0.55,0.03873239436619718,0.07236842105263158,0.9442288049029622,0.9980565752537249,0.9703968087339911,0.5213826148933114,0.8033460968792674,0.2976842252415827,0.9612676056338029,0.0019434247462751025,11,273,9,4622
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': None, 'penalty': 'l1'}",0.7,True,0.9426246185147508,0.55,0.03873239436619718,0.07236842105263158,0.9442288049029622,0.9980565752537249,0.9703968087339911,0.5213826148933114,0.7209980352857808,0.20063250578560637,0.9612676056338029,0.0019434247462751025,11,273,9,4622
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.3,True,0.9422177009155646,0.5,0.03873239436619718,0.0718954248366013,0.944206008583691,0.997624703087886,0.9701805963880722,0.5210380106123368,0.8120797229935433,0.3085412561647113,0.9612676056338029,0.0023752969121140144,11,273,11,4620
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.75,True,0.9420142421159715,0.4782608695652174,0.03873239436619718,0.07166123778501629,0.9441946034341783,0.9974087670049665,0.9700724561587735,0.5208668469718949,0.7941703340318309,0.2904996623534505,0.9612676056338029,0.0025912329950334703,11,273,12,4619
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.35,True,0.9418107833163785,0.4583333333333333,0.03873239436619718,0.07142857142857142,0.9441831936209364,0.997192830922047,0.969964293215711,0.5206964323221412,0.7858157365701444,0.25089990645688126,0.9612676056338029,0.0028071690779529258,11,273,13,4618
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,True,0.9418107833163785,0.4583333333333333,0.03873239436619718,0.07142857142857142,0.9441831936209364,0.997192830922047,0.969964293215711,0.5206964323221412,0.7656568866883009,0.22526432682770672,0.9612676056338029,0.0028071690779529258,11,273,13,4618
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.4,True,0.9416073245167853,0.44,0.03873239436619718,0.07119741100323625,0.9441717791411043,0.9969768948391277,0.9698561075517278,0.520526759277482,0.7798550643094152,0.24147225063608116,0.9612676056338029,0.0030231051608723817,11,273,14,4617
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.3,True,0.940793489318413,0.3793103448275862,0.03873239436619718,0.07028753993610223,0.9441260744985673,0.9961131505074498,0.9694231375433435,0.5198553387397229,0.810261754070091,0.2988975483790122,0.9612676056338029,0.003886849492550205,11,273,18,4613
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': 'balanced', 'penalty': 'l1'}",0.3,True,0.943031536113937,0.625,0.035211267605633804,0.06666666666666667,0.9440702184119208,0.9987043835024833,0.9706190975865687,0.5186428821266177,0.6891565871150026,0.15592816008286856,0.9647887323943662,0.0012956164975167351,10,274,6,4625
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.3,True,0.9424211597151577,0.5263157894736842,0.035211267605633804,0.066006600660066,0.9440359477124183,0.9980565752537249,0.9702949511913509,0.5181507759257085,0.8132050237073488,0.30694830515425225,0.9647887323943662,0.0019434247462751025,10,274,9,4622
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1'}",0.3,True,0.9422177009155646,0.5,0.035211267605633804,0.06578947368421052,0.9440245148110317,0.9978406391708055,0.9701868570228848,0.5179881653535476,0.8346134896183406,0.3402089278857217,0.9647887323943662,0.0021593608291945584,10,274,10,4621
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,True,0.9420142421159715,0.47619047619047616,0.035211267605633804,0.06557377049180328,0.9440130772374336,0.997624703087886,0.9700787401574803,0.5178262553246418,0.7605227021815626,0.20951666909996977,0.9647887323943662,0.0023752969121140144,10,274,11,4620
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,True,0.9420142421159715,0.47619047619047616,0.035211267605633804,0.06557377049180328,0.9440130772374336,0.997624703087886,0.9700787401574803,0.5178262553246418,0.7601372106532522,0.20950867690149072,0.9647887323943662,0.0023752969121140144,10,274,11,4620
Random Forest,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.3,True,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7999044254731585,0.2685636627218775,0.9647887323943662,0.0028071690779529258,10,274,13,4618
Random Forest,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.3,True,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7972455223676327,0.25652673501766265,0.9647887323943662,0.0028071690779529258,10,274,13,4618
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.35,True,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7884727388298698,0.2558116270154638,0.9647887323943662,0.0028071690779529258,10,274,13,4618
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.4,True,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7779321686977837,0.243783402132287,0.9647887323943662,0.0028071690779529258,10,274,13,4618
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': None, 'penalty': 'l2'}",0.5,True,0.9416073245167853,0.43478260869565216,0.035211267605633804,0.06514657980456026,0.9439901880621423,0.997192830922047,0.9698624383072562,0.5175045090559082,0.7321092393271309,0.18888382068388176,0.9647887323943662,0.0028071690779529258,10,274,13,4618
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.45,True,0.94323499491353,0.6923076923076923,0.03169014084507042,0.06060606060606061,0.9439004487964097,0.9991362556683222,0.9707332424210636,0.5156696515135621,0.8595240738318922,0.42145241317008547,0.9683098591549296,0.0008637443316778234,9,275,4,4627
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,True,0.943031536113937,0.6428571428571429,0.03169014084507042,0.06040268456375839,0.94388900224444,0.9989203195854027,0.970625262274444,0.5155139734191012,0.8294420485339156,0.365799395941496,0.9683098591549296,0.0010796804145972792,9,275,5,4626
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.7,True,0.943031536113937,0.6428571428571429,0.03169014084507042,0.06040268456375839,0.94388900224444,0.9989203195854027,0.970625262274444,0.5155139734191012,0.7738020109427891,0.28027323716031716,0.9683098591549296,0.0010796804145972792,9,275,5,4626
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.3,True,0.9428280773143438,0.6,0.03169014084507042,0.06020066889632107,0.9438775510204082,0.9987043835024833,0.9705172594691008,0.515358964182711,0.8539082149993462,0.4173381738377207,0.9683098591549296,0.0012956164975167351,9,275,6,4625
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.35,True,0.9428280773143438,0.6,0.03169014084507042,0.06020066889632107,0.9438775510204082,0.9987043835024833,0.9705172594691008,0.515358964182711,0.8539082149993462,0.4173381738377207,0.9683098591549296,0.0012956164975167351,9,275,6,4625
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.35,True,0.9426246185147508,0.5625,0.03169014084507042,0.06,0.9438660951214534,0.9984884474195638,0.9704092339979014,0.5152046169989507,0.8608060042396466,0.41737282629325334,0.9683098591549296,0.0015115525804361909,9,275,7,4624
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.55,True,0.9426246185147508,0.5625,0.03169014084507042,0.06,0.9438660951214534,0.9984884474195638,0.9704092339979014,0.5152046169989507,0.837697421844824,0.37216142382180606,0.9683098591549296,0.0015115525804361909,9,275,7,4624
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.55,True,0.9424211597151577,0.5294117647058824,0.03169014084507042,0.059800664451827246,0.9438546345447121,0.9982725113366444,0.9703011858537097,0.5150509251527685,0.8373050872716324,0.3519827119791146,0.9683098591549296,0.0017274886633556468,9,275,8,4623
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.55,True,0.9424211597151577,0.5294117647058824,0.03169014084507042,0.059800664451827246,0.9438546345447121,0.9982725113366444,0.9703011858537097,0.5150509251527685,0.8199682330649847,0.3584819613861494,0.9683098591549296,0.0017274886633556468,9,275,8,4623
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.3,True,0.9424211597151577,0.5294117647058824,0.03169014084507042,0.059800664451827246,0.9438546345447121,0.9982725113366444,0.9703011858537097,0.5150509251527685,0.7884727388298698,0.2558116270154638,0.9683098591549296,0.0017274886633556468,9,275,8,4623
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.65,True,0.9420142421159715,0.47368421052631576,0.03169014084507042,0.0594059405940594,0.9438316993464052,0.9978406391708055,0.9700850215177915,0.5147454810559254,0.8106902047134894,0.29809876293326465,0.9683098591549296,0.0021593608291945584,9,275,10,4621
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.3,True,0.9420142421159715,0.47368421052631576,0.03169014084507042,0.0594059405940594,0.9438316993464052,0.9978406391708055,0.9700850215177915,0.5147454810559254,0.7858157365701444,0.25089990645688126,0.9683098591549296,0.0021593608291945584,9,275,10,4621
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.45,True,0.9418107833163785,0.45,0.03169014084507042,0.05921052631578947,0.9438202247191011,0.997624703087886,0.9699769053117783,0.5145937158137839,0.7779876733951538,0.25400749473437767,0.9683098591549296,0.0023752969121140144,9,275,11,4620
Logistic Regression,com undersampling,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2'}",0.3,True,0.9412004069175992,0.391304347826087,0.03169014084507042,0.05863192182410423,0.9437857726901063,0.9969768948391277,0.9696524204557387,0.5141421711399214,0.7467343469150032,0.20348565636686683,0.9683098591549296,0.0030231051608723817,9,275,14,4617
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': None, 'penalty': 'l1'}",0.35,True,0.94323499491353,0.7272727272727273,0.028169014084507043,0.05423728813559322,0.9437194127243067,0.9993521917512417,0.9707393812270582,0.5124883346813257,0.7111413894726598,0.17621718118243393,0.971830985915493,0.0006478082487583676,8,276,3,4628
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.5,True,0.943031536113937,0.6666666666666666,0.028169014084507043,0.05405405405405406,0.9437079339180093,0.9991362556683222,0.9706314243759178,0.512342739214986,0.8199682330649847,0.3584819613861494,0.971830985915493,0.0008637443316778234,8,276,4,4627
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,True,0.9428280773143438,0.6153846153846154,0.028169014084507043,0.05387205387205387,0.9436964504283966,0.9989203195854027,0.970523444875695,0.5121977493738744,0.8283673103183994,0.3677341683488909,0.971830985915493,0.0010796804145972792,8,276,5,4626
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.65,True,0.9424211597151577,0.5333333333333333,0.028169014084507043,0.05351170568561873,0.9436734693877551,0.9984884474195638,0.9703074178994859,0.5119095617925523,0.8081233025447004,0.2995913412607079,0.971830985915493,0.0015115525804361909,8,276,7,4624
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.45,True,0.9424211597151577,0.5333333333333333,0.028169014084507043,0.05351170568561873,0.9436734693877551,0.9984884474195638,0.9703074178994859,0.5119095617925523,0.7794167292678551,0.2425366385447805,0.971830985915493,0.0015115525804361909,8,276,7,4624
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.55,True,0.9422177009155646,0.5,0.028169014084507043,0.05333333333333334,0.9436619718309859,0.9982725113366444,0.970199370409234,0.5117663518712836,0.8387181760396105,0.352782301126953,0.971830985915493,0.0017274886633556468,8,276,8,4623
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.45,True,0.9420142421159715,0.47058823529411764,0.028169014084507043,0.053156146179401995,0.9436504695794202,0.9980565752537249,0.9700913002413685,0.5116237232103852,0.7827987141158329,0.2577257335416707,0.971830985915493,0.0019434247462751025,8,276,9,4622
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.35,True,0.9420142421159715,0.47058823529411764,0.028169014084507043,0.053156146179401995,0.9436504695794202,0.9980565752537249,0.9700913002413685,0.5116237232103852,0.7798550643094152,0.24147225063608116,0.971830985915493,0.0019434247462751025,8,276,9,4622
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.35,True,0.9420142421159715,0.47058823529411764,0.028169014084507043,0.053156146179401995,0.9436504695794202,0.9980565752537249,0.9700913002413685,0.5116237232103852,0.7779321686977837,0.243783402132287,0.971830985915493,0.0019434247462751025,8,276,9,4622
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.45,True,0.9420142421159715,0.47058823529411764,0.028169014084507043,0.053156146179401995,0.9436504695794202,0.9980565752537249,0.9700913002413685,0.5116237232103852,0.7656568866883009,0.22526432682770672,0.971830985915493,0.0019434247462751025,8,276,9,4622
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': None, 'penalty': 'l2'}",0.7,True,0.940793489318413,0.34782608695652173,0.028169014084507043,0.05211726384364821,0.9435813573180704,0.9967609587562082,0.9694424026042213,0.5107798332239347,0.786350254409202,0.2625905595373887,0.971830985915493,0.0032390412437918376,8,276,15,4616
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l1'}",0.3,True,0.9428280773143438,0.6363636363636364,0.02464788732394366,0.04745762711864407,0.9435154975530179,0.9991362556683222,0.9705296276874672,0.5089936274030556,0.6795192989072418,0.15039369660535895,0.9753521126760564,0.0008637443316778234,7,277,4,4627
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.3,True,0.9426246185147508,0.5833333333333334,0.02464788732394366,0.0472972972972973,0.9435039771568428,0.9989203195854027,0.9704216488357458,0.5088594730665216,0.8608060042396466,0.41737282629325334,0.9753521126760564,0.0010796804145972792,7,277,5,4626
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.75,True,0.9426246185147508,0.5833333333333334,0.02464788732394366,0.0472972972972973,0.9435039771568428,0.9989203195854027,0.9704216488357458,0.5088594730665216,0.7872200814474408,0.2539252417235155,0.9753521126760564,0.0010796804145972792,7,277,5,4626
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.75,True,0.9420142421159715,0.4666666666666667,0.02464788732394366,0.046822742474916385,0.943469387755102,0.9982725113366444,0.9700975763298709,0.5084601594023936,0.7797258067949915,0.24002336360098334,0.9753521126760564,0.0017274886633556468,7,277,8,4623
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.75,True,0.9420142421159715,0.4666666666666667,0.02464788732394366,0.046822742474916385,0.943469387755102,0.9982725113366444,0.9700975763298709,0.5084601594023936,0.7665913424837516,0.2539225644779207,0.9753521126760564,0.0017274886633556468,7,277,8,4623
Logistic Regression,sem reamostragem,"{'C': 0.01, 'class_weight': None, 'penalty': 'l2'}",0.8,True,0.9418107833163785,0.4375,0.02464788732394366,0.04666666666666667,0.9434578485405185,0.9980565752537249,0.9699895068205666,0.5083280867436166,0.7122446403751814,0.16155458426238012,0.9753521126760564,0.0019434247462751025,7,277,9,4622
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': None, 'penalty': 'l2'}",0.35,True,0.940996948118006,0.35,0.02464788732394366,0.046052631578947366,0.9434116445352401,0.997192830922047,0.9695570018895654,0.5078048167342564,0.7782488496081216,0.24681415862338016,0.9753521126760564,0.0028071690779529258,7,277,13,4618
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.45,True,0.9428280773143438,0.6666666666666666,0.02112676056338028,0.040955631399317405,0.943334692213616,0.9993521917512417,0.9705358079060501,0.5057457196526838,0.859112730800697,0.423028453545733,0.9788732394366197,0.0006478082487583676,6,278,3,4628
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.45,True,0.9428280773143438,0.6666666666666666,0.02112676056338028,0.040955631399317405,0.943334692213616,0.9993521917512417,0.9705358079060501,0.5057457196526838,0.8294420485339156,0.365799395941496,0.9788732394366197,0.0006478082487583676,6,278,3,4628
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.5,True,0.9426246185147508,0.6,0.02112676056338028,0.04081632653061224,0.9433231396534149,0.9991362556683222,0.9704278523489933,0.5056220894398028,0.837697421844824,0.37216142382180606,0.9788732394366197,0.0008637443316778234,6,278,4,4627
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.7,True,0.9426246185147508,0.6,0.02112676056338028,0.04081632653061224,0.9433231396534149,0.9991362556683222,0.9704278523489933,0.5056220894398028,0.7941703340318309,0.2904996623534505,0.9788732394366197,0.0008637443316778234,6,278,4,4627
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.75,True,0.9424211597151577,0.5454545454545454,0.02112676056338028,0.04067796610169491,0.9433115823817292,0.9989203195854027,0.9703198741478762,0.5054989201247856,0.7762442176270754,0.2607157833916356,0.9788732394366197,0.0010796804145972792,6,278,5,4626
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.4,True,0.9420142421159715,0.46153846153846156,0.02112676056338028,0.04040404040404041,0.9432884536923705,0.9984884474195638,0.9701038497849576,0.505253945094499,0.7827987141158329,0.2577257335416707,0.9788732394366197,0.0015115525804361909,6,278,7,4624
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.3,True,0.9420142421159715,0.46153846153846156,0.02112676056338028,0.04040404040404041,0.9432884536923705,0.9984884474195638,0.9701038497849576,0.505253945094499,0.7779321686977837,0.243783402132287,0.9788732394366197,0.0015115525804361909,6,278,7,4624
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.45,True,0.9420142421159715,0.46153846153846156,0.02112676056338028,0.04040404040404041,0.9432884536923705,0.9984884474195638,0.9701038497849576,0.505253945094499,0.7605227021815626,0.20951666909996977,0.9788732394366197,0.0015115525804361909,6,278,7,4624
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': None, 'penalty': 'l2'}",0.65,True,0.9418107833163785,0.42857142857142855,0.02112676056338028,0.040268456375838924,0.9432768822689247,0.9982725113366444,0.9699958036088964,0.5051321299923677,0.786350254409202,0.2625905595373887,0.9788732394366197,0.0017274886633556468,6,278,8,4623
Random Forest,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.45,True,0.9416073245167853,0.4,0.02112676056338028,0.04013377926421405,0.943265306122449,0.9980565752537249,0.969887734760256,0.5050107570122351,0.7754527054358108,0.24125326287284485,0.9788732394366197,0.0019434247462751025,6,278,9,4622
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.45,True,0.9416073245167853,0.4,0.02112676056338028,0.04013377926421405,0.943265306122449,0.9980565752537249,0.969887734760256,0.5050107570122351,0.7613860663440805,0.2268414050109438,0.9788732394366197,0.0019434247462751025,6,278,9,4622
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2'}",0.6,True,0.9412004069175992,0.35294117647058826,0.02112676056338028,0.03986710963455149,0.9432421396488363,0.997624703087886,0.9696715290166859,0.5047693193256186,0.8053549107210745,0.29478457220797705,0.9788732394366197,0.0023752969121140144,6,278,11,4620
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.45,True,0.9426246185147508,0.625,0.017605633802816902,0.03424657534246575,0.9431424495618504,0.9993521917512417,0.9704340532606417,0.5023403143015537,0.8283673103183994,0.3677341683488909,0.9823943661971831,0.0006478082487583676,5,279,3,4628
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.3,True,0.9426246185147508,0.625,0.017605633802816902,0.03424657534246575,0.9431424495618504,0.9993521917512417,0.9704340532606417,0.5023403143015537,0.7798550643094152,0.24147225063608116,0.9823943661971831,0.0006478082487583676,5,279,3,4628
Logistic Regression,com undersampling,"{'C': 0.05, 'class_weight': None, 'penalty': 'l2'}",0.3,True,0.9426246185147508,0.625,0.017605633802816902,0.03424657534246575,0.9431424495618504,0.9993521917512417,0.9704340532606417,0.5023403143015537,0.7782488496081216,0.24681415862338016,0.9823943661971831,0.0006478082487583676,5,279,3,4628
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.35,True,0.9426246185147508,0.625,0.017605633802816902,0.03424657534246575,0.9431424495618504,0.9993521917512417,0.9704340532606417,0.5023403143015537,0.7779876733951538,0.25400749473437767,0.9823943661971831,0.0006478082487583676,5,279,3,4628
Extra Trees,com undersampling,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.4,True,0.9426246185147508,0.625,0.017605633802816902,0.03424657534246575,0.9431424495618504,0.9993521917512417,0.9704340532606417,0.5023403143015537,0.7613860663440805,0.2268414050109438,0.9823943661971831,0.0006478082487583676,5,279,3,4628
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.7,True,0.9424211597151577,0.5555555555555556,0.017605633802816902,0.034129692832764506,0.9431308601712189,0.9991362556683222,0.97032609835378,0.5022278955932723,0.8033460968792674,0.2976842252415827,0.9823943661971831,0.0008637443316778234,5,279,4,4627
