modelo,reamostragem,parametros,threshold,atende_recall_1_minimo,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,f1_macro,auc_roc,pr_auc_0,taxa_concessao_indevida,taxa_negacao_indevida,negados_corretamente_tn,concessoes_indevidas_fp,negacoes_indevidas_fn,concedidos_corretamente_tp
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.3,True,0.8974567650050864,0.28346456692913385,0.5070422535211268,0.36363636363636365,0.9682323576128886,0.9213992658173181,0.9442354503208674,0.6539359069786155,0.8281118366428325,0.301439290723117,0.49295774647887325,0.07860073418268193,144,140,364,4267
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.55,True,0.9245167853509664,0.35451505016722407,0.3732394366197183,0.36363636363636365,0.9614384748700173,0.958324335996545,0.9598788796366389,0.6617576216365013,0.810261754070091,0.2988975483790122,0.6267605633802817,0.04167566400345498,106,178,193,4438
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.9,True,0.8581892166836216,0.24537607891491986,0.7007042253521126,0.3634703196347032,0.9792884990253411,0.867847117253293,0.9202060675443617,0.6418381935895325,0.859112730800697,0.423028453545733,0.2992957746478873,0.13215288274670697,199,85,612,4019
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.35,True,0.9265513733468973,0.36395759717314485,0.3626760563380282,0.36331569664902996,0.9609240069084629,0.961131505074498,0.9610277447911044,0.6621717207200672,0.8248461835578359,0.30962323086611454,0.6373239436619719,0.03886849492550205,103,181,180,4451
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.55,True,0.940793489318413,0.4797687861271676,0.29225352112676056,0.36323851203501095,0.957612821594264,0.980565752537249,0.968953376720367,0.6660959443776889,0.8130886919443676,0.31116930712732643,0.7077464788732394,0.019434247462751027,83,201,90,4541
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.35,True,0.8793489318413021,0.26120556414219476,0.5950704225352113,0.36305048335123524,0.9730552952202437,0.8967825523645001,0.9333632992471064,0.6482068912991708,0.8281118366428325,0.301439290723117,0.40492957746478875,0.10321744763549989,169,115,478,4153
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': None, 'penalty': 'l1'}",0.9,True,0.8663275686673448,0.250334672021419,0.6584507042253521,0.3627546071774976,0.9767274472168906,0.8790757935651047,0.9253324241391068,0.6440435156583022,0.840537665639703,0.320473773904225,0.3415492957746479,0.12092420643489526,187,97,560,4071
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.6,True,0.9326551373346897,0.4,0.33098591549295775,0.3622350674373796,0.9594017094017094,0.9695530123083568,0.9644506497690903,0.6633428586032349,0.8132050237073488,0.30694830515425225,0.6690140845070423,0.030446987691643272,94,190,141,4490
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.6,True,0.9326551373346897,0.4,0.33098591549295775,0.3622350674373796,0.9594017094017094,0.9695530123083568,0.9644506497690903,0.6633428586032349,0.8120797229935433,0.3085412561647113,0.6690140845070423,0.030446987691643272,94,190,141,4490
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': None, 'penalty': 'l2'}",0.9,True,0.8661241098677518,0.24932975871313673,0.6549295774647887,0.3611650485436893,0.9764931638282561,0.8790757935651047,0.9252272727272727,0.643196160635481,0.8412405984166714,0.33258983551320853,0.34507042253521125,0.12092420643489526,186,98,560,4071
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': None, 'penalty': 'l2'}",0.6,True,0.9387589013224822,0.45454545454545453,0.2992957746478873,0.3609341825902335,0.9579103214890017,0.9779745195422155,0.9678384442782348,0.6643863134342342,0.8412405984166714,0.33258983551320853,0.7007042253521126,0.022025480457784494,85,199,102,4529
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.3,True,0.9473041709053917,0.6033057851239669,0.25704225352112675,0.36049382716049383,0.9559866499791406,0.9896350680198661,0.9725198938992042,0.666506860529849,0.8356635168384525,0.3944475306585913,0.7429577464788732,0.010364931980133881,73,211,48,4583
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.45,True,0.8533062054933875,0.24080664294187426,0.7147887323943662,0.36024844720496896,0.9801080550098232,0.8618009069315483,0.9171550040216018,0.6387017256132854,0.8420457966976986,0.2934895822576176,0.2852112676056338,0.13819909306845174,203,81,640,3991
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.5,True,0.8952187182095626,0.2783109404990403,0.5105633802816901,0.36024844720496896,0.9683659535730542,0.9188080328222846,0.9429362880886426,0.6515923676468058,0.8248461835578359,0.30962323086611454,0.4894366197183099,0.0811919671777154,145,139,376,4255
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,True,0.9377416073245168,0.44329896907216493,0.3028169014084507,0.3598326359832636,0.9580597331073925,0.9766789030446987,0.9672797262617622,0.6635561811225129,0.8087110440661676,0.2923757898573415,0.6971830985915493,0.02332109695530123,86,198,108,4523
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': None, 'penalty': 'l1'}",0.6,True,0.9367243133265514,0.43283582089552236,0.30633802816901406,0.35876288659793815,0.9582095884599067,0.975383286547182,0.9667201712145532,0.6627415289062457,0.840537665639703,0.320473773904225,0.6936619718309859,0.024616713452817966,87,197,114,4517
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l1'}",0.45,True,0.8537131230925737,0.24014336917562723,0.7077464788732394,0.3586083853702052,0.9796468857282982,0.8626646512632261,0.9174417269491331,0.6380250561596691,0.8487542616962842,0.3032639963558129,0.29225352112676056,0.13733534873677392,201,83,636,3995
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l1'}",0.35,True,0.8754832146490336,0.25522388059701495,0.602112676056338,0.3584905660377358,0.9733804475853945,0.8922478946231915,0.9310500225326723,0.644770294285204,0.8222929674788094,0.2763593601664484,0.397887323943662,0.10775210537680846,171,113,499,4132
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.55,True,0.8795523906408952,0.25862068965517243,0.5809859154929577,0.3579175704989154,0.972176759410802,0.8978622327790974,0.9335428828019757,0.6457302266504455,0.8248461835578359,0.30962323086611454,0.41901408450704225,0.1021377672209026,165,119,473,4158
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.45,True,0.8508646998982706,0.23803967327887982,0.7183098591549296,0.35758106923751093,0.9802858551010349,0.8589937378535953,0.9156404649556911,0.636610767096601,0.8479467824002968,0.3182283731315544,0.28169014084507044,0.14100626214640466,204,80,653,3978
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.65,True,0.9078331637843337,0.2992874109263658,0.44366197183098594,0.3574468085106383,0.9648420115709835,0.9362988555387606,0.9503561643835616,0.6539014864471,0.8130886919443676,0.31116930712732643,0.5563380281690141,0.06370114446123948,126,158,295,4336
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.3,True,0.9348931841302136,0.4158878504672897,0.31338028169014087,0.357429718875502,0.9585194639438417,0.9730079896350681,0.9657093870552936,0.6615695529653978,0.8248461835578359,0.30962323086611454,0.6866197183098591,0.02699201036493198,89,195,125,4506
Logistic Regression,com undersampling,"{'C': 10.0, 'class_weight': None, 'penalty': 'l2'}",0.35,True,0.8923702950152594,0.2727272727272727,0.5176056338028169,0.3572296476306197,0.9686928702010968,0.9153530554955733,0.9412679027423115,0.6492487751864656,0.8149998023120367,0.2775369197147504,0.4823943661971831,0.0846469445044267,147,137,392,4239
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.55,True,0.9391658189216684,0.4585635359116022,0.29225352112676056,0.35698924731182796,0.9575411913814955,0.9788382638738933,0.9680726107848372,0.6625309290483326,0.8088935252630011,0.30171798482505674,0.7077464788732394,0.021161736126106674,83,201,98,4533
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': None, 'penalty': 'l1'}",0.3,True,0.8978636826042726,0.28024193548387094,0.4894366197183099,0.3564102564102564,0.9671871464132157,0.9229108183977542,0.9445303867403315,0.6504703215752939,0.8116797850371501,0.25733918833303526,0.5105633802816901,0.07708918160224573,139,145,357,4274
Logistic Regression,sem reamostragem,"{'C': 5.0, 'class_weight': 'balanced', 'penalty': 'l1'}",0.45,True,0.8520854526958291,0.2378698224852071,0.7077464788732394,0.35606731620903453,0.9796068796068796,0.8609371625998704,0.9164463854729341,0.6362568508409843,0.8404091684635997,0.2860990443287731,0.29225352112676056,0.13906283740012956,201,83,644,3987
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': 'balanced', 'penalty': 'l1'}",0.45,True,0.8535096642929807,0.23860911270983212,0.7007042253521126,0.3559928443649374,0.9791717716246018,0.8628805873461456,0.9173553719008265,0.6366741081328819,0.8373153518389542,0.2793404271957754,0.2992957746478873,0.13711941265385447,199,85,635,3996
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.3,True,0.9460834181078331,0.5748031496062992,0.25704225352112675,0.35523114355231145,0.9559314954051796,0.9883394515223494,0.9718653784902856,0.6635482610212986,0.8418241580773781,0.36589225298566613,0.7429577464788732,0.011660548477650615,73,211,54,4577
Random Forest,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.95,True,0.8453713123092573,0.23378076062639822,0.7359154929577465,0.3548387096774194,0.9813479234021387,0.8520837832001728,0.9121590383726306,0.6334988740250249,0.8539082149993462,0.4173381738377207,0.2640845070422535,0.14791621679982725,209,75,685,3946
Logistic Regression,com undersampling,"{'C': 10.0, 'class_weight': None, 'penalty': 'l2'}",0.3,True,0.9005086469989827,0.2832980972515856,0.47183098591549294,0.35402906208718626,0.9662314272850068,0.9267976678903045,0.9461038245343326,0.6500664433107595,0.8149998023120367,0.2775369197147504,0.528169014084507,0.07320233210969553,134,150,339,4292
Extra Trees,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.65,True,0.906205493387589,0.2937062937062937,0.44366197183098594,0.3534361851332398,0.9647793134195274,0.9345713668754049,0.9494351212021498,0.6514356531676948,0.8088935252630011,0.30171798482505674,0.5563380281690141,0.06542863312459513,126,158,303,4328
Logistic Regression,sem reamostragem,"{'C': 5.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.45,True,0.8492370295015259,0.2346109175377468,0.7112676056338029,0.35283842794759823,0.9797730636408486,0.8576981213560786,0.9146804835924007,0.6337594557699995,0.8440865447489516,0.3020597490371224,0.2887323943661972,0.1423018786439214,202,82,659,3972
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1'}",0.3,True,0.9357070193285859,0.4215686274509804,0.3028169014084507,0.3524590163934426,0.9579707068562938,0.9745195422155042,0.9661742667523014,0.6593166415728721,0.8180316513635907,0.29090772547301524,0.6971830985915493,0.02548045778449579,86,198,118,4513
Logistic Regression,sem reamostragem,"{'C': 5.0, 'class_weight': None, 'penalty': 'l1'}",0.6,True,0.9379450661241099,0.44385026737967914,0.29225352112676056,0.3524416135881104,0.9574873096446701,0.9775426473763766,0.9674110481889091,0.6599263308885097,0.8414534931463103,0.3282536000482726,0.7077464788732394,0.022457352623623406,83,201,104,4527
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'}",0.4,True,0.8697863682604272,0.2471590909090909,0.6126760563380281,0.3522267206477733,0.9738779387318927,0.8855538760526884,0.9276181859307849,0.6399224532892791,0.8377247940243491,0.3120379225952927,0.3873239436619718,0.1144461239473116,174,110,530,4101
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1'}",0.55,True,0.8779247202441506,0.2538940809968847,0.573943661971831,0.35205183585313177,0.9716826585537094,0.8965666162815806,0.9326145552560647,0.6423331955545982,0.8180316513635907,0.29090772547301524,0.426056338028169,0.10343338371841934,163,121,479,4152
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1'}",0.35,True,0.8933875890132248,0.27099236641221375,0.5,0.35148514851485146,0.9676611250284674,0.9175124163247679,0.9419197517180226,0.646702450116437,0.8140372139987408,0.27248853117514493,0.5,0.08248758367523214,142,142,382,4249
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': None, 'penalty': 'l2'}",0.45,True,0.8819938962360122,0.2573770491803279,0.5528169014084507,0.3512304250559284,0.9704994192799071,0.9021809544374865,0.9350940017905103,0.6431622134232193,0.820518337839605,0.2936896836139986,0.4471830985915493,0.0978190455625135,157,127,453,4178
Extra Trees,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.9,True,0.9412004069175992,0.484472049689441,0.2746478873239437,0.350561797752809,0.9566680689945309,0.9820773051176852,0.9692061800745871,0.659883988913698,0.7738020109427891,0.28027323716031716,0.7253521126760564,0.017922694882314835,78,206,83,4548
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.3,True,0.9448626653102746,0.5488721804511278,0.25704225352112675,0.3501199040767386,0.9558762024257633,0.9870438350248326,0.9712100286837353,0.660664966380237,0.8415447337447269,0.3594843364569401,0.7429577464788732,0.01295616497516735,73,211,60,4571
Random Forest,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.35,True,0.9471007121057986,0.603448275862069,0.24647887323943662,0.35,0.9554073765367785,0.9900669401857051,0.9724284199363733,0.6612142099681866,0.8456376349220349,0.3638377334294911,0.7535211267605634,0.00993305981429497,70,214,46,4585
Extra Trees,sem reamostragem,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.3,True,0.9471007121057986,0.603448275862069,0.24647887323943662,0.35,0.9554073765367785,0.9900669401857051,0.9724284199363733,0.6612142099681866,0.8337653322222255,0.3909820782056745,0.7535211267605634,0.00993305981429497,70,214,46,4585
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.65,True,0.8691759918616481,0.2453900709219858,0.6091549295774648,0.34984833164812945,0.9736342042755345,0.8851220038868495,0.9272706707386043,0.6385595011933669,0.810261754070091,0.2988975483790122,0.3908450704225352,0.11487799611315051,173,111,532,4099
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': None, 'penalty': 'l1'}",0.35,True,0.8878942014242116,0.26287744227353466,0.5211267605633803,0.34946871310507677,0.96875,0.9103865255884258,0.9386619169542469,0.6440653150296618,0.8116797850371501,0.25733918833303526,0.4788732394366197,0.08961347441157418,148,136,415,4216
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1'}",0.6,True,0.8604272634791454,0.23896103896103896,0.647887323943662,0.349146110056926,0.9758745476477684,0.8734614554091988,0.9218322698268003,0.6354891899418631,0.8180316513635907,0.29090772547301524,0.352112676056338,0.12653854459080113,184,100,586,4045
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.6,True,0.8590030518819939,0.2374839537869063,0.6514084507042254,0.34807149576669805,0.976063829787234,0.8717339667458432,0.9209535759096612,0.6345125358381796,0.8248461835578359,0.30962323086611454,0.3485915492957746,0.12826603325415678,185,99,594,4037
Logistic Regression,sem reamostragem,"{'C': 0.05, 'class_weight': 'balanced', 'penalty': 'l2'}",0.4,True,0.8691759918616481,0.24393723252496433,0.602112676056338,0.3472081218274112,0.9731846226862838,0.8855538760526884,0.9273035613340871,0.6372558415807491,0.8271028676920084,0.29678623751509026,0.397887323943662,0.1144461239473116,171,113,530,4101
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.55,True,0.9226856561546287,0.3389261744966443,0.35563380281690143,0.3470790378006873,0.9603638726445743,0.9574605916648672,0.9589100346020761,0.6529945362013817,0.8087110440661676,0.2923757898573415,0.6443661971830986,0.0425394083351328,101,183,197,4434
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.65,True,0.8697863682604272,0.2442528735632184,0.5985915492957746,0.3469387755102041,0.972979378999763,0.8864176203843662,0.927683615819209,0.6373111956647065,0.8087110440661676,0.2923757898573415,0.4014084507042254,0.11358237961563378,170,114,526,4105
Logistic Regression,com undersampling,"{'C': 10.0, 'class_weight': None, 'penalty': 'l2'}",0.4,True,0.8803662258392676,0.2532467532467532,0.5492957746478874,0.3466666666666667,0.9702256338683415,0.9006694018570504,0.9341545352743561,0.6404106009705114,0.8149998023120367,0.2775369197147504,0.4507042253521127,0.09933059814294969,156,128,460,4171
Logistic Regression,sem reamostragem,"{'C': 10.0, 'class_weight': None, 'penalty': 'l1'}",0.55,True,0.9393692777212614,0.45930232558139533,0.27816901408450706,0.34649122807017546,0.9567784102888467,0.9799179442884907,0.9682099423938554,0.6573505852320154,0.840537665639703,0.320473773904225,0.721830985915493,0.020082055711509395,79,205,93,4538
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.9,True,0.9224821973550356,0.3377926421404682,0.35563380281690143,0.346483704974271,0.9603552859618717,0.9572446555819477,0.9587974478209149,0.652640576397593,0.8128347389454411,0.2966384609215768,0.6443661971830986,0.04275534441805225,101,183,198,4433
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.4,True,0.8579857578840285,0.23596938775510204,0.6514084507042254,0.3464419475655431,0.9760348583877996,0.870654286331246,0.9203378224149737,0.6333898849902584,0.8281118366428325,0.301439290723117,0.3485915492957746,0.12934571366875405,185,99,599,4032
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.6,True,0.8998982706002034,0.2777777777777778,0.45774647887323944,0.34574468085106386,0.9653699123004272,0.927013603973224,0.9458030403172505,0.6457738605841572,0.810261754070091,0.2988975483790122,0.5422535211267606,0.07298639602677608,130,154,338,4293
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.35,True,0.8594099694811801,0.23605706874189364,0.6408450704225352,0.34502369668246446,0.9753861003861004,0.8728136471604405,0.9212535612535613,0.6331386289680129,0.8238638264482163,0.2890332359340175,0.3591549295774648,0.12718635283955948,182,102,589,4042
Random Forest,com undersampling,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.5,True,0.9312309257375382,0.38362068965517243,0.31338028169014087,0.3449612403100775,0.9583600256245997,0.9691211401425178,0.9637105432681984,0.654335891789138,0.8236923701570251,0.2973839749821273,0.6866197183098591,0.030878859857482184,89,195,143,4488
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.9,True,0.9218718209562563,0.3344370860927152,0.35563380281690143,0.3447098976109215,0.960329503576848,0.9565968473331894,0.9584595413241022,0.6515847194675118,0.8106902047134894,0.29809876293326465,0.6443661971830986,0.04340315266681062,101,183,201,4430
Logistic Regression,sem reamostragem,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2'}",0.65,True,0.9442522889114954,0.5373134328358209,0.2535211267605634,0.3444976076555024,0.9556578121731856,0.9866119628589938,0.9708882277943052,0.6576929177249038,0.8398248484645727,0.3462443210761543,0.7464788732394366,0.013388037141006262,72,212,62,4569
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.9,True,0.9222787385554425,0.33557046979865773,0.352112676056338,0.3436426116838488,0.9601472817847087,0.9572446555819477,0.9586937716262975,0.6511681916550731,0.8081233025447004,0.2995913412607079,0.647887323943662,0.04275534441805225,100,184,198,4433
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,True,0.9361139369277721,0.422680412371134,0.2887323943661972,0.34309623430962344,0.95721245498835,0.9758151587130209,0.9664242942686057,0.6547602642891146,0.810261754070091,0.2988975483790122,0.7112676056338029,0.024184841286979054,82,202,112,4519
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2'}",0.5,True,0.9220752797558495,0.33444816053511706,0.352112676056338,0.34305317324185247,0.9601386481802426,0.9570287194990282,0.9585811614577701,0.6508171673498113,0.7941247137326224,0.2661153373913929,0.647887323943662,0.04297128050097171,100,184,199,4432
Extra Trees,sem reamostragem,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.6,True,0.9485249237029502,0.6534653465346535,0.2323943661971831,0.34285714285714286,0.9547154133776485,0.9924422370978191,0.9732133403917417,0.6580352416244423,0.8449324211301061,0.4114216677546915,0.7676056338028169,0.007557762902180954,66,218,35,4596
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.55,True,0.9422177009155646,0.5,0.2605633802816901,0.3425925925925926,0.9559471365638766,0.9840207298639603,0.9697808044264737,0.6561866985095332,0.8132050237073488,0.30694830515425225,0.7394366197183099,0.015979270136039732,74,210,74,4557
Random Forest,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.9,True,0.9224821973550356,0.33559322033898303,0.3485915492957746,0.34196891191709844,0.95995670995671,0.9576765277477867,0.9588152632147876,0.650392087565943,0.8049120136495935,0.2881515499639406,0.6514084507042254,0.04232347225221335,99,185,196,4435
Extra Trees,com undersampling,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 100}",0.6,True,0.8986775178026449,0.2733050847457627,0.45422535211267606,0.3412698412698413,0.9651136619401306,0.9259339235586267,0.9451179193299537,0.6431938802998975,0.8087110440661676,0.2923757898573415,0.545774647887324,0.07406607644137335,129,155,343,4288
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1'}",0.4,True,0.8685656154628688,0.23994252873563218,0.5880281690140845,0.3408163265306122,0.9722683100260725,0.8857698121356079,0.9270056497175141,0.6339109881240632,0.8140372139987408,0.27248853117514493,0.4119718309859155,0.11423018786439214,167,117,529,4102
Logistic Regression,sem reamostragem,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'}",0.45,True,0.8439471007121058,0.22525597269624573,0.6971830985915493,0.3404987102321582,0.9786917740336968,0.8529475275318505,0.9115034037152417,0.6260010569737,0.8377247940243491,0.3120379225952927,0.3028169014084507,0.14705247246814943,198,86,681,3950
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': 'balanced', 'penalty': 'l2'}",0.3,True,0.8722278738555442,0.24251497005988024,0.5704225352112676,0.3403361344537815,0.9712738403578997,0.8907363420427553,0.929263347600811,0.6347997410272963,0.8238638264482163,0.2890332359340175,0.4295774647887324,0.10926365795724466,162,122,506,4125
Logistic Regression,com undersampling,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l1'}",0.4,True,0.8528992878942014,0.22934648581997533,0.6549295774647887,0.33972602739726027,0.9761208576998051,0.8650399481753401,0.9172295363480252,0.6284777818726427,0.8222929674788094,0.2763593601664484,0.34507042253521125,0.1349600518246599,186,98,625,4006
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': None, 'penalty': 'l1'}",0.4,True,0.8785350966429298,0.24717285945072698,0.5387323943661971,0.3388704318936877,0.9695065176908753,0.8993737853595336,0.9331242298644561,0.6359973308790718,0.8116797850371501,0.25733918833303526,0.4612676056338028,0.10062621464046642,153,131,466,4165
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'}",0.35,True,0.8966429298067141,0.26859504132231404,0.45774647887323944,0.3385416666666667,0.9652448657187994,0.9235586266465127,0.9439417347163982,0.6412417006915324,0.8001488742430831,0.26422707933678413,0.5422535211267606,0.07644137335348737,130,154,354,4277
Random Forest,com undersampling,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.55,True,0.940996948118006,0.4805194805194805,0.2605633802816901,0.3378995433789954,0.9558916194076874,0.9827251133664435,0.96912265758092,0.6535111004799576,0.8120797229935433,0.3085412561647113,0.7394366197183099,0.017274886633556467,74,210,80,4551
Random Forest,sem reamostragem,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.9,True,0.940996948118006,0.4805194805194805,0.2605633802816901,0.3378995433789954,0.9558916194076874,0.9827251133664435,0.96912265758092,0.6535111004799576,0.8033460968792674,0.2976842252415827,0.7394366197183099,0.017274886633556467,74,210,80,4551
Extra Trees,sem reamostragem,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.85,True,0.9424211597151577,0.5034965034965035,0.2535211267605634,0.3372365339578454,0.9555741827326069,0.9846685381127186,0.9699032223758375,0.6535698781668414,0.8081233025447004,0.2995913412607079,0.7464788732394366,0.015331461887281364,72,212,71,4560
Random Forest,com undersampling,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.5,True,0.9306205493387589,0.37554585152838427,0.3028169014084507,0.33528265107212474,0.9577464788732394,0.9691211401425178,0.9634002361275088,0.6493414435998168,0.8249355233104523,0.2982941359616161,0.6971830985915493,0.030878859857482184,86,198,143,4488
Logistic Regression,com undersampling,"{'C': 5.0, 'class_weight': None, 'penalty': 'l2'}",0.5,True,0.8691759918616481,0.23718887262079064,0.5704225352112676,0.33505687693898656,0.97117202268431,0.8874973007989635,0.927451201624732,0.6312540392818593,0.820518337839605,0.2936896836139986,0.4295774647887324,0.11250269920103649,162,122,521,4110
Logistic Regression,com undersampling,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'}",0.3,True,0.9192268565615462,0.3194888178913738,0.352112676056338,0.33500837520938026,0.9600173837461973,0.9540056143381559,0.957002057836023,0.6460052165227016,0.8001488742430831,0.26422707933678413,0.647887323943662,0.04599438566184409,100,184,213,4418
Extra Trees,com undersampling,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'n_estimators': 200}",0.4,True,0.9426246185147508,0.5071428571428571,0.25,0.33490566037735847,0.9553926701570681,0.9851004102785575,0.9700191367212417,0.6524623985493001,0.8350343368785375,0.34037782045530485,0.75,0.014899589721442452,71,213,69,4562
